uuid,name,dob,sex,contact_info,job_id,num_course_taken,current_career_path_id,time_spent_hrs,mailing_address,career_path_id,career_path_name,hours_to_complete,job_category,avg_salary
117,Brent Carey,1982-12-20,M,"{""mailing_address"": ""444 Cotton Swale, Emporium borough, Alabama, 78314"", ""email"": ""carey984@woohoo.com""}",3,3.0,1,9.18,"444 Cotton Swale, Emporium borough, Alabama, 78314",1,data scientist,20,software developer,110000
118,Jeane Weenink,1968-06-24,F,"{""mailing_address"": ""598 Park Parkway, Ammon, Kansas, 76644"", ""email"": ""weenink590@inlook.com""}",4,0.0,7,1.87,"598 Park Parkway, Ammon, Kansas, 76644",7,iOS developer,27,creative,66000
119,Kenna van Haren,1944-08-27,,"{""mailing_address"": ""363 Velvet Swale, Butlerville village, Washington, 66653"", ""email"": ""kenna_vanharen2060@hmail.com""}",7,1.0,10,8.1,"363 Velvet Swale, Butlerville village, Washington, 66653",10,ux/ui designer,15,HR,80000
120,Shawnee Conley,1987-04-23,F,"{""mailing_address"": ""540 Noble Throughway, Worthington, Nebraska, 63030"", ""email"": ""shawnee9465@inlook.com""}",2,4.0,3,12.97,"540 Noble Throughway, Worthington, Nebraska, 63030",3,data analyst,12,engineer,101000
122,Milan Luna,1981-03-03,,"{""mailing_address"": ""P.O. Box 99966, Stewartsville, Texas, 23807"", ""email"": ""milan_luna8393@inlook.com""}",2,7.0,10,0.96,"P.O. Box 99966, Stewartsville, Texas, 23807",10,ux/ui designer,15,engineer,101000
123,Odis van Woudenberg,1961-05-13,M,"{""mailing_address"": ""937 Rocky Narrow, West Brookfield, Florida, 84193"", ""email"": ""vanwoudenberg5385@hmail.com""}",2,13.0,3,3.7,"937 Rocky Narrow, West Brookfield, Florida, 84193",3,data analyst,12,engineer,101000
124,Pat Le,1943-03-01,M,"{""mailing_address"": ""533 High Flat Causeway, Dilley, North Dakota, 10181"", ""email"": ""le5668@woohoo.com""}",5,7.0,8,5.93,"533 High Flat Causeway, Dilley, North Dakota, 10181",8,android developer,27,financial services,135000
125,Shaunna Sombaert,1995-05-18,F,"{""mailing_address"": ""P.O. Box 38655, Lebanon South, New Hampshire, 44497"", ""email"": ""shaunna4631@woohoo.com""}",4,4.0,5,4.28,"P.O. Box 38655, Lebanon South, New Hampshire, 44497",5,backend engineer,18,creative,66000
126,Xavier Hallen,1971-12-13,M,"{""mailing_address"": ""269 Camp Ramp, Lone Jack, Iowa, 08243"", ""email"": ""xavier9653@woohoo.com""}",4,1.0,6,14.89,"269 Camp Ramp, Lone Jack, Iowa, 08243",6,frontend engineer,20,creative,66000
127,Lenny Pate,1955-10-21,M,"{""mailing_address"": ""P.O. Box 94606, Bonneau, Alaska, 08452"", ""email"": ""lenny_pate4675@coldmail.com""}",2,14.0,9,6.77,"P.O. Box 94606, Bonneau, Alaska, 08452",9,machine learning engineer,35,engineer,101000
128,Monroe van Versendaal,1949-05-27,,"{""mailing_address"": ""360 Ferry Row, Sun village, Ohio, 90976"", ""email"": ""vanversendaal7208@inlook.com""}",2,1.0,8,21.93,"360 Ferry Row, Sun village, Ohio, 90976",8,android developer,27,engineer,101000
129,Benjamin van Waay,1984-02-15,M,"{""mailing_address"": ""442 Blue Dam, Kobuk, Nevada, 52994"", ""email"": ""vanwaay7735@inlook.com""}",3,6.0,10,9.88,"442 Blue Dam, Kobuk, Nevada, 52994",10,ux/ui designer,15,software developer,110000
130,Lorena Oneill,2001-05-27,F,"{""mailing_address"": ""395 Indian Creek, Gardiner, Iowa, 99193"", ""email"": ""oneill7324@woohoo.com""}",7,4.0,7,25.74,"395 Indian Creek, Gardiner, Iowa, 99193",7,iOS developer,27,HR,80000
131,Eleonor Chayah,2004-10-06,F,"{""mailing_address"": ""541 Mall Plain, Wetherington, Maine, 34013"", ""email"": ""chayah3721@inlook.com""}",8,10.0,8,22.1,"541 Mall Plain, Wetherington, Maine, 34013",8,android developer,27,student,10000
132,Corey Moon,1943-02-20,M,"{""mailing_address"": ""522 Silver Wintergreen Road, McDermitt, Georgia, 91002"", ""email"": ""corey6135@hmail.com""}",5,10.0,10,2.61,"522 Silver Wintergreen Road, McDermitt, Georgia, 91002",10,ux/ui designer,15,financial services,135000
133,Henry Estes,2002-07-25,F,"{""mailing_address"": ""357 Fallen Shadow, Seldovia Village, Massachusetts, 78091"", ""email"": ""estes6896@hmail.com""}",8,2.0,5,17.96,"357 Fallen Shadow, Seldovia Village, Massachusetts, 78091",5,backend engineer,18,student,10000
134,Tomas Bosschaert,1984-06-02,M,"{""mailing_address"": ""P.O. Box 71511, West Springfield, Nevada, 56338"", ""email"": ""bosschaert2055@hmail.com""}",3,0.0,9,18.02,"P.O. Box 71511, West Springfield, Nevada, 56338",9,machine learning engineer,35,software developer,110000
135,Chase Buckner,1984-11-16,M,"{""mailing_address"": ""727 S Eighth Trafficway, Greenback, Wyoming, 35966"", ""email"": ""chase_buckner9628@coldmail.com""}",3,5.0,2,4.98,"727 S Eighth Trafficway, Greenback, Wyoming, 35966",2,data engineer,20,software developer,110000
136,Shonda Shaffer,1989-07-12,F,"{""mailing_address"": ""476 Autumn Beach, McIntosh, Kansas, 94937"", ""email"": ""shonda5651@hmail.com""}",3,15.0,10,6.57,"476 Autumn Beach, McIntosh, Kansas, 94937",10,ux/ui designer,15,software developer,110000
137,Guillermina Lara,1967-06-13,F,"{""mailing_address"": ""863 Rocky Harbor, Summerfield village, Vermont, 33820"", ""email"": ""guillermina_lara5035@hmail.com""}",4,1.0,3,8.21,"863 Rocky Harbor, Summerfield village, Vermont, 33820",3,data analyst,12,creative,66000
138,Foster Dodson,2001-06-22,M,"{""mailing_address"": ""114 Cedar Cider, Camilla, Connecticut, 22062"", ""email"": ""foster_dodson5683@woohoo.com""}",6,1.0,4,15.83,"114 Cedar Cider, Camilla, Connecticut, 22062",4,software engineering,25,education,61000
139,Erick Little,1954-06-06,,"{""mailing_address"": ""709 Bright Deer Passage, Sierra Madre, Maryland, 09711"", ""email"": ""erick1641@inlook.com""}",2,10.0,5,1.67,"709 Bright Deer Passage, Sierra Madre, Maryland, 09711",5,backend engineer,18,engineer,101000
141,Elanor Campbell,1957-07-30,F,"{""mailing_address"": ""P.O. Box 20112, Rebecca, Kentucky, 77924"", ""email"": ""elanor_campbell8433@woohoo.com""}",5,9.0,4,14.36,"P.O. Box 20112, Rebecca, Kentucky, 77924",4,software engineering,25,financial services,135000
142,Gustavo van Baal,1952-08-18,M,"{""mailing_address"": ""655 Stony Essex Acres, Marysville borough, Oklahoma, 59698"", ""email"": ""gustavo1013@inlook.com""}",3,6.0,7,21.02,"655 Stony Essex Acres, Marysville borough, Oklahoma, 59698",7,iOS developer,27,software developer,110000
143,Rickie Figueroa,1966-07-19,M,"{""mailing_address"": ""157 Cedar Bluff, Cove, Alabama, 01925"", ""email"": ""figueroa9393@inlook.com""}",5,6.0,5,10.47,"157 Cedar Bluff, Cove, Alabama, 01925",5,backend engineer,18,financial services,135000
145,Rosaria Stofberg,1954-05-19,F,"{""mailing_address"": ""581 Easy Mall, Womelsdorf borough, Mississippi, 83037"", ""email"": ""rosaria3852@woohoo.com""}",7,11.0,2,9.83,"581 Easy Mall, Womelsdorf borough, Mississippi, 83037",2,data engineer,20,HR,80000
147,Dwayne Ward,1960-07-06,M,"{""mailing_address"": ""277 Fallen Brook Dell, Kings Point, Pennsylvania, 42208"", ""email"": ""dwayne_ward1510@woohoo.com""}",5,4.0,8,27.67,"277 Fallen Brook Dell, Kings Point, Pennsylvania, 42208",8,android developer,27,financial services,135000
148,Issac de Vries,1950-12-27,M,"{""mailing_address"": ""585 Jagged Island, Lyons Falls village, Louisiana, 05005"", ""email"": ""issac_devries5105@inlook.com""}",5,13.0,1,2.4,"585 Jagged Island, Lyons Falls village, Louisiana, 05005",1,data scientist,20,financial services,135000
149,Emelda Miedema,1962-05-01,F,"{""mailing_address"": ""515 Colonial Berry, Haigler village, Maryland, 06233"", ""email"": ""miedema175@inlook.com""}",4,0.0,5,0.23,"515 Colonial Berry, Haigler village, Maryland, 06233",5,backend engineer,18,creative,66000
151,Petrina Veldman,1998-10-30,F,"{""mailing_address"": ""426 Richmond Jetty, Stock Island, Massachusetts, 27222"", ""email"": ""petrina_veldman5306@inlook.com""}",4,12.0,10,4.35,"426 Richmond Jetty, Stock Island, Massachusetts, 27222",10,ux/ui designer,15,creative,66000
152,Neal Duyn,1969-08-31,M,"{""mailing_address"": ""424 Golden Stream Walk, Twisp, Montana, 16062"", ""email"": ""neal_duyn2547@hmail.com""}",3,7.0,5,14.56,"424 Golden Stream Walk, Twisp, Montana, 16062",5,backend engineer,18,software developer,110000
153,Joaquin Hudson,1951-05-01,M,"{""mailing_address"": ""157 Camp Cove, Ferry, Arizona, 66453"", ""email"": ""hudson2952@inlook.com""}",7,6.0,5,5.4,"157 Camp Cove, Ferry, Arizona, 66453",5,backend engineer,18,HR,80000
154,Shameka Mcgowan,1977-06-13,F,"{""mailing_address"": ""99 NE Horse, Nikiski, Maine, 03426"", ""email"": ""shameka3868@inlook.com""}",4,13.0,6,10.15,"99 NE Horse, Nikiski, Maine, 03426",6,frontend engineer,20,creative,66000
155,Rosina Batenburg,1998-06-11,,"{""mailing_address"": ""98 Red Fork, Timberwood Park, Tennessee, 24961"", ""email"": ""batenburg8985@coldmail.com""}",2,12.0,8,3.17,"98 Red Fork, Timberwood Park, Tennessee, 24961",8,android developer,27,engineer,101000
156,Eliseo van Bentem,1988-03-30,M,"{""mailing_address"": ""629 Noble Pioneer, Irving village, New York, 11529"", ""email"": ""vanbentem262@coldmail.com""}",3,2.0,4,12.3,"629 Noble Pioneer, Irving village, New York, 11529",4,software engineering,25,software developer,110000
157,Chadwick van Ommeren,1943-05-17,M,"{""mailing_address"": ""768 Red Park, Fitzgerald, Georgia, 21118"", ""email"": ""chadwick573@woohoo.com""}",1,15.0,3,12.08,"768 Red Park, Fitzgerald, Georgia, 21118",3,data analyst,12,analytics,86000
159,Alfredo Huig,1999-06-12,M,"{""mailing_address"": ""197 Perkins Union, Cross Plains, Alaska, 23015"", ""email"": ""alfredo6989@coldmail.com""}",2,5.0,6,12.61,"197 Perkins Union, Cross Plains, Alaska, 23015",6,frontend engineer,20,engineer,101000
161,Phebe Sykes,1955-05-20,F,"{""mailing_address"": ""211 Sky Plain, Corona de Tucson, New York, 12139"", ""email"": ""phebe_sykes9989@coldmail.com""}",6,14.0,8,8.86,"211 Sky Plain, Corona de Tucson, New York, 12139",8,android developer,27,education,61000
162,Rickey van Rossum,1960-02-19,M,"{""mailing_address"": ""660 Light Jetty, Elk Garden, Oregon, 27365"", ""email"": ""rickey2250@hmail.com""}",4,4.0,10,11.94,"660 Light Jetty, Elk Garden, Oregon, 27365",10,ux/ui designer,15,creative,66000
164,Yetta Liu,1987-07-30,F,"{""mailing_address"": ""161 SW Spur Motorway, Valley Park, Mississippi, 65108"", ""email"": ""yetta_liu8835@inlook.com""}",6,8.0,2,19.12,"161 SW Spur Motorway, Valley Park, Mississippi, 65108",2,data engineer,20,education,61000
165,Taylor van Kleef,1943-10-08,F,"{""mailing_address"": ""542 Beacon Station, Woodcrest, Washington, 19085"", ""email"": ""vankleef9757@woohoo.com""}",1,3.0,3,1.91,"542 Beacon Station, Woodcrest, Washington, 19085",3,data analyst,12,analytics,86000
166,Stanford Nash,1976-06-24,M,"{""mailing_address"": ""198 Mall Trafficway, Riverdale Park, North Carolina, 78603"", ""email"": ""stanford755@coldmail.com""}",4,5.0,5,7.01,"198 Mall Trafficway, Riverdale Park, North Carolina, 78603",5,backend engineer,18,creative,66000
167,Jared Williams,1957-02-10,M,"{""mailing_address"": ""625 Prairie Meadow, Norman village, Texas, 33116"", ""email"": ""williams3841@hmail.com""}",5,4.0,7,2.27,"625 Prairie Meadow, Norman village, Texas, 33116",7,iOS developer,27,financial services,135000
168,Elwood Holtendorp,1949-05-13,M,"{""mailing_address"": ""724 Pleasant Stead, Brigham, Maine, 40931"", ""email"": ""elwood3752@inlook.com""}",1,8.0,4,4.56,"724 Pleasant Stead, Brigham, Maine, 40931",4,software engineering,25,analytics,86000
169,Del van Waay,1968-07-18,M,"{""mailing_address"": ""P.O. Box 34263, Tensed, Alabama, 72221"", ""email"": ""vanwaay8476@woohoo.com""}",3,7.0,1,3.46,"P.O. Box 34263, Tensed, Alabama, 72221",1,data scientist,20,software developer,110000
170,Norberto Mueller,1960-12-09,M,"{""mailing_address"": ""637 Sky Underpass, Bancroft, Vermont, 67292"", ""email"": ""mueller7207@coldmail.com""}",2,2.0,4,22.08,"637 Sky Underpass, Bancroft, Vermont, 67292",4,software engineering,25,engineer,101000
171,Solomon England,1993-01-31,M,"{""mailing_address"": ""372 Pond Avenue, Fort Scott, Nevada, 85179"", ""email"": ""england6439@hmail.com""}",6,8.0,5,12.1,"372 Pond Avenue, Fort Scott, Nevada, 85179",5,backend engineer,18,education,61000
172,Kerrie Mcdowell,1956-11-03,F,"{""mailing_address"": ""P.O. Box 29106, Nebo, Tennessee, 39304"", ""email"": ""mcdowell9576@woohoo.com""}",7,1.0,10,0.61,"P.O. Box 29106, Nebo, Tennessee, 39304",10,ux/ui designer,15,HR,80000
173,Freddie Lapperre,1980-06-23,M,"{""mailing_address"": ""180 Iron Drive, Richland Springs, North Dakota, 63655"", ""email"": ""freddie3479@inlook.com""}",6,2.0,1,13.13,"180 Iron Drive, Richland Springs, North Dakota, 63655",1,data scientist,20,education,61000
174,Gwen Siimmons,1971-09-15,F,"{""mailing_address"": ""553 Middle Gateway, Walton, Vermont, 62442"", ""email"": ""siimmons4756@inlook.com""}",1,12.0,3,7.33,"553 Middle Gateway, Walton, Vermont, 62442",3,data analyst,12,analytics,86000
175,Charlyn Palsgraaf,1972-03-31,,"{""mailing_address"": ""853 Fallen Club, Qulin, Alabama, 15571"", ""email"": ""charlyn8032@woohoo.com""}",1,6.0,2,5.37,"853 Fallen Club, Qulin, Alabama, 15571",2,data engineer,20,analytics,86000
176,Erin Battle,1973-04-23,,"{""mailing_address"": ""330 Velvet Square, Bradshaw, Michigan, 38729"", ""email"": ""erin_battle2047@inlook.com""}",2,1.0,5,14.87,"330 Velvet Square, Bradshaw, Michigan, 38729",5,backend engineer,18,engineer,101000
177,Louis Ploegh,1956-01-15,,"{""mailing_address"": ""932 Sleepy Mall Edge, Westmont, California, 65345"", ""email"": ""louis_ploegh6580@hmail.com""}",6,0.0,1,7.05,"932 Sleepy Mall Edge, Westmont, California, 65345",1,data scientist,20,education,61000
179,Ethan Patterson,1985-11-03,M,"{""mailing_address"": ""P.O. Box 59894, Waynoka, Mississippi, 80286"", ""email"": ""ethan1124@inlook.com""}",5,4.0,4,21.21,"P.O. Box 59894, Waynoka, Mississippi, 80286",4,software engineering,25,financial services,135000
180,Arnita van Versendaal,1967-02-03,F,"{""mailing_address"": ""563 S Timber, Eagle, Michigan, 30731"", ""email"": ""vanversendaal3935@hmail.com""}",4,8.0,8,21.78,"563 S Timber, Eagle, Michigan, 30731",8,android developer,27,creative,66000
181,Jarrett Proctor,1971-10-05,M,"{""mailing_address"": ""709 Green Bayoo, Parksville, New York, 81109"", ""email"": ""jarrett_proctor4412@coldmail.com""}",7,10.0,5,17.06,"709 Green Bayoo, Parksville, New York, 81109",5,backend engineer,18,HR,80000
182,Angelita Johnson,1978-09-16,,"{""mailing_address"": ""P.O. Box 64788, Fort Hunt, Maine, 95937"", ""email"": ""johnson5812@inlook.com""}",7,6.0,8,25.66,"P.O. Box 64788, Fort Hunt, Maine, 95937",8,android developer,27,HR,80000
183,Jacquetta Valdez,1997-08-12,,"{""mailing_address"": ""359 E Center, Enterprise, Wisconsin, 60220"", ""email"": ""valdez1466@inlook.com""}",4,13.0,7,14.66,"359 E Center, Enterprise, Wisconsin, 60220",7,iOS developer,27,creative,66000
184,Lee Mercer,1980-02-19,M,"{""mailing_address"": ""175 Pioneer Mill, Hobson, Missouri, 12990"", ""email"": ""mercer6853@hmail.com""}",1,0.0,6,3.48,"175 Pioneer Mill, Hobson, Missouri, 12990",6,frontend engineer,20,analytics,86000
185,Donny Hale,1981-05-31,M,"{""mailing_address"": ""639 Umber Branch, Ives Estates, Alabama, 56934"", ""email"": ""hale8451@hmail.com""}",7,12.0,7,27.98,"639 Umber Branch, Ives Estates, Alabama, 56934",7,iOS developer,27,HR,80000
186,Odis Reijdon,1980-07-12,M,"{""mailing_address"": ""276 Elm Union, Dungannon, Idaho, 21327"", ""email"": ""reijdon1213@hmail.com""}",3,9.0,10,5.11,"276 Elm Union, Dungannon, Idaho, 21327",10,ux/ui designer,15,software developer,110000
187,Altagracia Shaw,1986-04-07,F,"{""mailing_address"": ""315 Cotton Club, Bowersville village, Idaho, 06246"", ""email"": ""shaw1943@hmail.com""}",4,13.0,3,4.02,"315 Cotton Club, Bowersville village, Idaho, 06246",3,data analyst,12,creative,66000
188,Rosalinda Pietersen,1979-09-29,F,"{""mailing_address"": ""P.O. Box 40464, Cornelia, Iowa, 72315"", ""email"": ""pietersen1574@coldmail.com""}",3,8.0,3,2.81,"P.O. Box 40464, Cornelia, Iowa, 72315",3,data analyst,12,software developer,110000
189,Barbie Klapmuts,1994-04-11,F,"{""mailing_address"": ""387 Heather Washington, Iliamna, Connecticut, 87370"", ""email"": ""barbie_klapmuts7797@woohoo.com""}",1,11.0,6,3.16,"387 Heather Washington, Iliamna, Connecticut, 87370",6,frontend engineer,20,analytics,86000
190,Lynn Warren,1945-09-05,M,"{""mailing_address"": ""744 Spring Annex, Scraper, South Carolina, 80205"", ""email"": ""lynn5889@hmail.com""}",7,2.0,8,6.26,"744 Spring Annex, Scraper, South Carolina, 80205",8,android developer,27,HR,80000
191,Arlen Downs,1945-10-07,,"{""mailing_address"": ""732 Lazy Apple, Manning, Maine, 27845"", ""email"": ""arlen9022@woohoo.com""}",5,11.0,3,0.87,"732 Lazy Apple, Manning, Maine, 27845",3,data analyst,12,financial services,135000
192,Stevie Hewitt,1975-09-28,M,"{""mailing_address"": ""881 Grand Panda Shore, Samburg, Michigan, 85418"", ""email"": ""stevie_hewitt9263@woohoo.com""}",7,14.0,9,9.71,"881 Grand Panda Shore, Samburg, Michigan, 85418",9,machine learning engineer,35,HR,80000
193,Myrtie Bosschaert,1998-02-15,F,"{""mailing_address"": ""619 Cedar Shore, Framingham, Michigan, 27240"", ""email"": ""bosschaert6139@inlook.com""}",5,1.0,8,5.02,"619 Cedar Shore, Framingham, Michigan, 27240",8,android developer,27,financial services,135000
194,Queen Green,1980-10-09,F,"{""mailing_address"": ""504 Foggy Plaza, Magness, Alaska, 21834"", ""email"": ""green4775@hmail.com""}",1,3.0,8,17.05,"504 Foggy Plaza, Magness, Alaska, 21834",8,android developer,27,analytics,86000
195,Zackary van Veen,1980-06-26,M,"{""mailing_address"": ""477 Rocky Maple, Scandia, Tennessee, 88686"", ""email"": ""vanveen4593@woohoo.com""}",3,0.0,6,8.46,"477 Rocky Maple, Scandia, Tennessee, 88686",6,frontend engineer,20,software developer,110000
196,Micah Castaneda,1948-04-30,M,"{""mailing_address"": ""676 Beacon Mount, Mountain Iron, Arkansas, 33275"", ""email"": ""castaneda9193@woohoo.com""}",6,0.0,5,1.19,"676 Beacon Mount, Mountain Iron, Arkansas, 33275",5,backend engineer,18,education,61000
197,Josef de Brijn,1973-11-11,,"{""mailing_address"": ""847 Brook Fair, Westway, Rhode Island, 66871"", ""email"": ""josef_debrijn2182@inlook.com""}",6,6.0,8,0.56,"847 Brook Fair, Westway, Rhode Island, 66871",8,android developer,27,education,61000
198,Claudio van Nijenhuis,1962-07-15,M,"{""mailing_address"": ""375 Sky Plain, South Sioux, Oregon, 38417"", ""email"": ""claudio9220@hmail.com""}",3,15.0,3,10.08,"375 Sky Plain, South Sioux, Oregon, 38417",3,data analyst,12,software developer,110000
199,Millie van der Klugt,1943-01-30,F,"{""mailing_address"": ""10 Round Perkins Annex, Adona, New Mexico, 99965"", ""email"": ""millie6868@hmail.com""}",4,5.0,7,6.54,"10 Round Perkins Annex, Adona, New Mexico, 99965",7,iOS developer,27,creative,66000
200,Dannette de Ridder,1946-10-26,F,"{""mailing_address"": ""557 Tawny Beacon, Roselle borough, New York, 19975"", ""email"": ""dannette8482@hmail.com""}",6,8.0,8,17.85,"557 Tawny Beacon, Roselle borough, New York, 19975",8,android developer,27,education,61000
201,Barton Lorentz,1978-01-19,M,"{""mailing_address"": ""P.O. Box 59526, Thermalito, Mississippi, 44965"", ""email"": ""barton_lorentz3379@inlook.com""}",6,14.0,4,18.14,"P.O. Box 59526, Thermalito, Mississippi, 44965",4,software engineering,25,education,61000
202,Josh Golden,1961-12-16,M,"{""mailing_address"": ""P.O. Box 56646, Rutherford, Montana, 68484"", ""email"": ""golden1916@woohoo.com""}",1,10.0,6,2.91,"P.O. Box 56646, Rutherford, Montana, 68484",6,frontend engineer,20,analytics,86000
204,Delphine Terry,1958-09-04,F,"{""mailing_address"": ""538 Bear Causeway, Rawson village, Idaho, 29029"", ""email"": ""delphine_terry838@woohoo.com""}",5,11.0,9,3.99,"538 Bear Causeway, Rawson village, Idaho, 29029",9,machine learning engineer,35,financial services,135000
205,Kasey Conley,2002-06-02,,"{""mailing_address"": ""172 S Mall, Streator, North Carolina, 34666"", ""email"": ""conley8388@inlook.com""}",8,5.0,5,16.95,"172 S Mall, Streator, North Carolina, 34666",5,backend engineer,18,student,10000
